EMA50
264589.354011
264370.163657
264179.176847
263936.856187
263762.861826
263556.475088
263377.789791
263225.719603
263109.024716
262987.102178
262899.372681
262805.279635
262724.680434
262627.634142
262603.021038
262598.980998
262614.707233
262600.404989
262576.859695
262524.825981
262484.636727
262406.807836
262273.207529
262184.062135
262059.196954
261968.640210
261862.026869
261789.006207
261679.633415
261584.353673
261512.418235
261374.676343
261252.140016
261104.997270
260983.232672
260885.850998
260802.092136
260692.206169
260576.825535
260485.577475
260417.515613
260322.711079
260221.820449
260075.866706
259945.440560
259810.325244
259700.116411
259604.033415
259452.894849
259356.702895
259283.891016
259233.542349
259175.364218
259109.663660
259026.931752
258967.052075
258938.932386
258921.719351
258895.377416
258879.872419
258845.367619
258822.019869
258819.195560
258826.285930
258813.490404
258820.804506
258837.635701
258844.002929
258830.512618
258778.335652
258698.793078
258632.173741
258577.970850
258506.285718
258486.431376
258447.747793
258390.973370
258375.641081
258380.517901
258355.791709
258312.427328
258280.567433
258240.153024
258211.127415
258173.436144
258107.811197
258064.367621
258003.019871
257963.685758
257945.502003
257947.639179
257959.496466
257980.692683
257991.253755
258011.204588
258010.765192
258020.146949
257999.749030
257999.758872
257989.964406
257990.357959
257971.128235
257972.260461
257963.544365
257994.385762
258033.821615
258101.122728
258155.980660
258228.295144
258278.165923
258345.688828
258420.367697
258482.314062
258571.242922
258646.880455
258739.159653
258847.427901
258961.254258
259060.812915
259136.859467
259229.531645
259328.373541
259462.554971
259601.278305
259724.757588
259863.002388
260005.629745
260132.859951
260264.904659
260411.378986
260561.913144
260696.740079
260816.475762
260902.104164
261003.982432
261082.257631
261167.267135
261239.139012
261327.800228
261403.180611
261465.800979
261535.769568
261612.798213
261706.413969
261776.750676
261863.936924
261937.900182
261999.158998
262038.407665
262085.921090
262141.375165
262204.458492
262255.264041
262343.292902
262418.065730
262480.102368
262520.098353
262568.329790
262604.865877
262649.773097
262683.115329
262724.953943
262755.347906
262794.353871
262851.438033
262916.087522
262968.397815
263028.460646
263066.560228
263142.381396
263225.033106
263294.639651
263371.320449
263454.798078
263544.805997
263621.480271
263704.951633
263755.737844
263824.140281
263870.252427
263894.948410
263899.068080
263922.634038
263964.883684
263995.672559
264005.646184
264025.032608
264063.266623
264090.197344
264106.268037
264111.904584
264127.124012
264171.158365
264203.661958
264244.694823
264274.314633
264283.165040
264301.472293
264289.649850
264307.702797
264315.243864
264332.293124
264338.869865
264335.384772
264341.840271
264357.846535
264383.029024
264387.616121
264401.827253
264405.677165
264399.572178
264364.294838
264340.204844
264326.863478
264333.653145
264320.568708
264298.193465
264266.891760
264217.209730
264198.887780
264151.872573
264087.093257
264034.658227
263974.475551
263897.045138
263803.043367
263693.120098
263607.115388
263534.287334
263454.511360
263368.059934
263275.194839
263205.579355
263177.909576
263131.717044
263116.747748
263092.561562
263079.127775
263056.416882
263054.204455
263061.882712
263059.455939
263066.928255
263093.715382
263109.648112
263134.759951
263149.083090
263143.236695
263157.227412
263131.453788
263126.298738
263111.541925
263107.167731
263338.259193
263599.503931
263870.111620
264100.695478
264312.432910
264535.474757
264769.377707
264974.500150
265151.970732
265302.873841
265467.467024
265596.193807
265690.460717
265800.638728
265926.103876
266027.040979
266114.215842
266246.991691
266335.344958
266430.037313
266511.212320
266549.988308
