EMA9
259560.621464
259448.497172
259458.797737
259167.038190
259233.630552
259086.904441
259069.523553
259155.618843
259374.495074
259499.596059
259749.676847
259899.741478
260069.793182
260105.834546
260484.667637
260887.734109
261310.187287
261498.149830
261598.519864
261528.815891
261523.052713
261318.442170
260854.753736
260683.802989
260347.042391
260227.633913
260032.107130
260025.685704
259820.548563
259706.438851
259715.151081
259372.120864
259147.696692
258818.157353
258654.525883
258623.620706
258648.896565
258519.117252
258365.293802
258342.235041
258423.788033
258339.030426
258221.224341
257876.979473
257651.583578
257421.266863
257337.013490
257319.610792
257005.688634
257004.550907
257103.640726
257282.912580
257376.330064
257401.064051
257320.851241
257356.680993
257535.344794
257728.275835
257832.620668
257966.096535
257972.877228
258028.301782
258172.641426
258338.113141
258370.490512
258496.392410
258647.113928
258717.691142
258674.152914
258439.322331
258101.457865
257881.166292
257754.933034
257553.946427
257643.157141
257614.525713
257491.620571
257593.296456
257774.637165
257769.709732
257665.767786
257632.614229
257556.091383
257544.873106
257485.898485
257288.718788
257230.975030
257084.780024
257067.824019
257154.259216
257323.407372
257508.725898
257706.980718
257815.584575
257952.467660
257961.974128
258019.579302
257915.663442
257932.530753
257896.024603
257916.819682
257833.455746
257866.764597
257843.411677
258024.729342
258219.783473
258525.826779
258720.661423
258976.529138
259081.223311
259264.978649
259461.982919
259569.586335
259805.669068
259944.535254
260155.628204
260424.502563
260689.602050
260851.681640
260881.345312
261005.076250
261154.061000
261473.248800
261778.599040
261972.879232
262228.303386
262482.642708
262636.114167
262808.891333
263047.113067
263287.690453
263430.152363
263494.121890
263395.297512
263416.238010
263332.990408
263316.392326
263253.113861
263302.491089
263291.992871
263233.594297
263236.875437
263289.500350
263431.600280
263445.280224
263556.224179
263594.979343
263575.983475
263460.786780
263418.629424
263434.903539
263497.922831
263498.338265
263698.670612
263808.936490
263847.149192
263777.719353
263772.175483
263717.740386
263724.192309
263679.353847
263693.483078
263654.786462
263673.829170
263789.063336
263931.250669
263995.000535
264096.000428
264076.800342
264261.440274
264459.152219
264567.321775
264703.857420
264863.085936
265040.468749
265132.374999
265255.899999
265204.719999
265263.776000
265211.020800
265068.816640
264855.053312
264784.042649
264827.234120
264811.787296
264699.429837
264659.543869
264727.635095
264732.108076
264685.686461
264598.549169
264578.839335
264713.071468
264770.457174
264866.365740
264893.092592
264814.474073
264801.579259
264641.263407
264663.010726
264630.408580
264654.326864
264623.461491
264548.769193
264539.015355
264581.212284
264664.969827
264631.975862
264655.580689
264624.464551
264549.571641
264339.657313
264221.725850
264177.380680
264241.904544
264193.523635
264104.818908
263983.855127
263787.084101
263779.667281
263623.733825
263398.987060
263269.189648
263115.351718
262892.281375
262613.825100
262291.060080
262132.848064
262056.278451
261945.022761
261806.018209
261644.814567
261615.851654
261792.681323
261834.145058
262017.316047
262113.852837
262241.082270
262292.865816
262434.292653
262597.434122
262677.947298
262792.357838
262983.886271
263087.109016
263219.687213
263275.749771
263220.599816
263276.479853
263121.183883
263096.947106
263027.557685
263022.046148
264217.636918
265374.109535
266399.287628
267069.430102
267555.544082
268044.435265
268535.548212
268828.438570
268962.750856
268970.200685
269076.160548
269010.928438
268808.742751
268746.994200
268797.595360
268738.076288
268640.461031
268812.368825
268749.895060
268749.916048
268699.932838
268459.946271
268317.957016
268154.365613
267973.492491
267728.793992
267583.035194
267366.428155
267093.142524
266774.514019
266669.611215
266535.688972
266328.551178
266212.840942
265970.272754
265676.218203
265540.974562
265332.779650
265366.223720
265292.978976
265134.383181
264807.506545
264446.005236
264256.804189
264005.443351
264004.354681
263953.483745
263762.786996
263910.229597
264078.183677
264262.546942
264460.037553
264768.030043
264814.424034
264901.539227
264921.231382
264886.985106
264659.588084
264427.670468
264142.136374
264213.709099
264170.967279
264236.773823
264239.419059
264491.535247
264593.228198
264774.582558
264869.666046
265045.732837
265236.586270
265289.269016
265431.415213
265595.132170
265576.105736
265660.884589
265828.707671
265912.966137
266030.372910
266074.298328
265959.438662
265967.550930
266024.040744
265969.232595
265875.386076
265700.308861
265660.247089
265528.197671
265522.558137
265468.046509
265474.437208
265429.549766
265443.639813
265504.911850
265603.929480
265783.143584
266026.514867
266171.211894
266336.969515
266369.575612
266445.660490
266606.528392
266685.222713
266848.178171
266878.542537
267002.834029
267202.267223
267311.813779
267349.451023
267329.560818
267363.648655
267340.918924
267272.735139
267268.188111
267314.550489
267301.640391
267241.312313
267243.049850
267294.439880
267385.551904
267558.441523
267646.753219
267817.402575
267903.922060
268023.137648
268068.510118
267904.808095
267823.846476
267859.077181
267937.261744
268049.809396
268189.847516
268351.878013
268381.502411
268455.201928
268464.161543
268421.329234
268437.063387
268349.650710
268379.720568
268453.776454
268463.021163
268420.416931
268336.333545
268169.066836
267985.253469
267888.202775
267860.562220
267888.449776
267810.759821
267848.607857
267828.886285
267763.109028
267810.487223
267798.389778
267738.711822
267740.969458
267792.775566
267734.220453
267737.376362
267789.901090
267781.920872
267825.536698
267810.429358
267748.343486
267798.674789
267738.939831
267641.151865
267612.921492
267490.337194
267442.269755
267353.815804
267383.052643
267306.442115
267345.153692
267476.122953
267530.898363
267474.718690
267379.774952
267403.819962
267373.055969
267398.444775
267318.755820
267205.004656
267064.003725
266851.202980
266780.962384
266774.769907
266619.815926
266595.852741
266626.682192
266601.345754
266631.076603
266604.861283
266633.889026
266607.111221
266635.688977
266508.551181
266356.840945
266135.472756
265908.378205
265926.702564
265841.362051
265873.089641
265848.471713
265778.777370
265823.021896
265758.417517
265606.734014
265535.387211
265428.309769
265542.647815
265584.118252
265567.294602
265603.835681
265683.068545
265646.454836
265717.163869
265673.731095
265538.984876
265631.187901
265654.950321
265573.960257
265609.168205
265687.334564
265699.867651
265759.894121
265757.915297
265706.332237
265765.065790
265712.052632
265469.642106
265375.713684
265400.570948
265320.456758
