SMA200
210000.000000
210000.000000
210000.000000
210000.000000
210000.000000
210000.000000
210629.354180
211413.487578
212203.354961
212993.460352
213815.092148
214618.609727
215437.265469
216259.869258
217070.886836
217913.172773
218748.534570
219567.250195
220367.355586
221160.238984
221969.252539
222771.778086
223553.907500
224335.580820
225109.278086
225870.357148
226623.480156
227385.809219
228145.122305
228909.157461
229667.756484
230437.941797
231219.297187
231971.606289
232727.903398
233493.148594
234238.811523
234975.764375
235713.451250
236424.373750
237122.514766
237814.912109
238463.195547
239057.380859
239648.828906
240228.560156
240821.756562
241415.206172
242002.152578
242601.330000
243189.550156
243762.327266
244308.933516
244852.296094
245413.593750
245955.959453
246488.119531
247022.526484
247555.683438
248053.207422
248533.777344
249024.070312
249517.860156
250063.240156
250520.890703
250973.066562
251475.337344
251979.847109
252442.980313
252904.103984
253351.509297
253746.335547
254129.452891
254466.209531
254808.717734
255134.271797
255422.436719
255698.156953
255904.106719
256113.782734
256427.620078
256856.845078
257188.127031
257537.605234
257959.100703
258305.074141
258643.080781
258989.054219
259359.457969
259706.444062
260030.012422
260282.061797
260575.234609
260872.640000
261236.588125
261581.090000
261930.330781
262320.180781
262712.530781
263120.751875
263575.672812
263915.967422
264314.950078
264673.725703
265003.039297
265316.621641
265564.031094
265842.654766
266113.789453
266407.396562
266676.033984
266923.446172
267137.144141
267362.083906
267593.265391
267804.471641
268025.669609
268213.156172
268424.365156
268608.101719
268806.824531
268986.819375
269199.283906
269353.064531
269338.279687
269298.525156
269275.004063
269165.326562
269089.363281
268990.927500
268833.807812
268802.797812
268718.095625
268657.113125
268596.133281
268415.282969
268270.644062
268092.290938
267876.481875
267696.881563
267428.627656
267001.800000
266518.785625
266083.221719
265757.533906
265601.661562
265312.185156
265118.851406
264940.498281
264646.024687
264280.380937
263886.020156
263472.928750
262984.925469
262538.125312
262092.572344
261861.779844
261479.905312
261006.880000
260630.000000
260332.500000
259981.250000
259726.250000
259615.000000
259388.750000
259121.250000
258962.500000
258897.500000
258827.500000
258727.500000
258781.250000
258791.250000
258720.000000
258772.500000
258881.250000
258913.750000
258940.000000
258915.000000
258995.000000
259050.000000
259272.500000
259550.000000
259837.500000
259850.000000
259976.250000
260097.500000
260190.000000
260362.500000
260531.250000
260703.750000
260827.500000
260872.500000
260858.750000
260811.250000
260795.000000
260882.500000
260850.000000
260766.250000
260801.250000
260840.000000
260877.500000
260906.250000
260931.250000
260962.500000
260987.500000
261018.750000
261048.750000
261073.750000
261096.250000
261118.750000
261136.250000
261151.250000
261166.250000
261185.000000
261197.500000
261205.000000
261208.750000
261215.000000
261220.000000
261232.500000
261240.000000
261250.000000
261268.750000
261281.250000
261296.250000
261305.000000
261313.750000
261321.250000
261335.000000
261346.250000
261353.750000
261368.750000
261385.000000
261410.000000
261430.000000
261451.250000
261470.000000
261493.750000
261517.500000
261541.250000
261563.750000
261588.750000
261616.250000
261652.500000
261686.250000
261722.500000
261755.000000
261783.750000
261822.500000
261850.000000
261877.500000
261901.250000
261927.500000
261985.000000
262050.000000
262115.000000
262172.500000
262227.500000
262286.250000
262346.250000
262406.250000
262462.500000
262513.750000
262566.250000
262617.500000
262662.500000
262708.750000
262758.750000
262808.750000
262862.500000
262926.250000
262983.750000
263041.250000
263100.000000
263147.500000
263198.750000
263251.250000
263297.500000
263338.750000
263385.000000
263431.250000
263473.750000
263515.000000
263558.750000
263602.500000
263647.500000
263691.250000
263733.750000
263771.250000
263808.750000
263841.250000
263877.500000
263910.000000
263941.250000
263966.250000
263991.250000
264017.500000
264045.000000
264075.000000
264105.000000
264130.000000
264165.000000
264198.750000
264235.000000
264267.500000
264302.500000
264328.750000
264357.500000
264382.500000
264408.750000
264427.500000
264443.750000
264458.750000
264477.500000
264495.000000
264512.500000
264526.250000
264545.000000
264562.500000
264585.000000
264603.750000
264623.750000
264640.000000
264652.500000
264668.750000
264683.750000
264693.750000
264707.500000
264722.500000
264733.750000
264745.000000
264756.250000
264765.000000
264780.000000
264793.750000
264807.500000
264818.750000
264828.750000
264838.750000
264847.500000
264860.000000
264870.000000
264880.000000
264886.250000
264896.250000
264905.000000
264916.250000
264931.250000
264951.250000
264968.750000
264986.250000
265000.000000
265016.250000
265030.000000
265043.750000
265061.250000
265078.750000
265097.500000
265120.000000
265140.000000
265160.000000
265177.500000
265197.500000
265215.000000
265228.750000
265242.500000
265258.750000
265272.500000
265287.500000
265298.750000
